relationship,guidance,social,collaboration,funding,benefits,publications,teaching,careersupport,Age,Gender,LatinoHispanic,MiddleEastern,African,SouthAsian,EastAsian,OtherEth,Africa,Asia,Australasia,NorthCentralAmerica,SouthAmerica,PhDReason,HoursWorked,HoursMeeting,Anxiety,Bullying,Discrimination,Caring,Class1,Class2,Class3,Class4,Class5,Class6,Class,ID
3,2,5,3,1,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.871,.104,.01,.015,0,2,2109
6,5,5,5,5,3,4,2,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.221,0,.779,6,2114
5,4,1,4,4,4, ,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.019,.015,.962,0,.004,4,2117
5,5,5,6,0,6,5,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,.002,0,.336,0,.662,6,2118
2,2,4,5,1,1,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,.002,.659,.072,.001,.267,0,2,2122
5,4,4,4,5,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.017,0,.648,0,.335,4,2123
5,4,4,3,1,2,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.007,.014,.978,0,.001,4,2124
6,6,3,6,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.991,0,.009,4,2126
6,6,2,5,6,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.013,0,.987,6,2127
1, ,4,2,6,5,2, , ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,.004,.036,0,0,.96,0,5,2128
3,2,3,2, ,4, , ,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.789,.189,.005,.017,0,2,2129
2,3,4,1,1,6,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,.005,.325,.053,0,.616,0,5,2131
2,3,6,1,6,6,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.527,.001,0,.472,0,2,2133
6,6,6,5,6,6,4,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,2134
6,5,4,6,5,3,3, ,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.82,0,.18,4,2142
0,0,5,3,6, ,0, ,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,.005,0,0,0,.994,0,5,2145
3,3,1,4,5,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,.912,.062,.025,.001,0,2,2146
5,4,4,2,3,4,5,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,.004,0,.224,0,.772,6,2147
6,3,5,3,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.007,.992,0,.001,4,2148
6,5,4,5,5,4,5, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06,0,.94,6,2149
5,1,0,1,4,0,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,.001,.987,.011,0,0,3,2153
0,0,5,3,5,5,4, ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,.001,0,0,0,.998,0,5,2155
6,5,4,6,6,4,6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.039,0,.961,6,2157
5,2,6,5,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.015,.103,.882,0,0,4,2165
4,5,4,4,5,1,4, ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.206,.015,.776,0,.003,4,2167
1, ,2,5,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,.069,.015,.001,0,.914,0,5,2168
5,1,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.997,.003,0,0,3,2170
5,6,6,1,6,4,4,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.001,0,.079,0,.92,6,2174
5,6,4,6,6,6, , ,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,.071,0,.929,6,2175
6,4,5,3,4,1,5, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.579,0,.42,4,2177
5,4,4,5,5,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.008,0,.628,0,.364,4,2178
0,1,5,0,2,6,1, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,.136,0,0,0,.864,0,5,2181
4,2,4,2,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,.032,.948,.02,0,0,3,2182
5,5,3,4,0,2,4,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.003,0,.985,0,.012,4,2185
4,4,4,5,1,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,.251,0,.68,0,.069,4,2186
0,0,0,0,0,6,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,.971,0,0,0,.029,0,1,2187
5,4,4,3,6,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.012,0,.669,0,.318,4,2190
6,6,6,6,6,0,6,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.004,0,.996,6,2196
5,5,4,5,2,2,2,4,5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,.002,0,.633,0,.365,4,2199
5,5,4,5,6,5,4,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.004,0,.289,0,.707,6,2204
6,5,4,2,5,4,3,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,.877,0,.123,4,2210
4,3,3,4,3,5,3, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.595,.05,.353,0,.002,2,2212
4,4,5,6,4,4,4,4,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.302,0,.536,0,.162,4,2214
6,5,5,4,1,5,6,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.058,0,.942,6,2220
1,4,2,5,4,4,4,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,.576,0,0,.424,0,2,2222
3,1,6,5,5,5,0, , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.977,.005,.004,.014,0,2,2223
2,5,3,3,3,3,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,.991,0,.002,.006,0,2,2226
2,0,2,1,6, ,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.233,.003,.057,0,.707,0,5,2227
5,5,6,3,6,4,0, ,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.003,0,.326,0,.67,6,2228
4,4,5,6,5,5, ,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.159,0,.236,0,.605,6,2230
0,0,3,2, ,6,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,.06,0,0,0,.94,0,5,2233
5,4,1,3,6,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.022,.002,.954,0,.022,4,2238
1,1,2,2,3,5,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.048,.01,0,0,.941,0,5,2242
3,4,3,1,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,.001,.006,.991,.001,.001,0,3,2243
6,6,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,2244
6,6,5,6,6,6,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,.107,0,.893,6,2247
6, ,2,2,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.088,.911,0,0,4,2255
5,6,6,2,6,6,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.007,0,.589,0,.404,4,2258
2,5,2,2,2,2,1, ,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,.001,.91,.041,.003,.044,0,2,2261
6,5,6,4,6,2,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.07,0,.93,6,2264
4,6,5,4,6,5,5,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.018,0,.056,0,.925,6,2265
5,4,6,3,5,4,3,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,.022,0,.889,0,.089,4,2272
0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,.943,0,0,0,.057,0,1,2273
1,5,3,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.002,.078,0,0,.92,0,5,2277
0,2,4,4,5,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,.002,0,0,0,.997,0,5,2281
5,4,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.013,0,.939,0,.048,4,2282
3,1,2,4,4,2,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.961,.023,.005,.011,0,2,2283
6,6,4,5,4, ,6, ,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.087,0,.913,6,2285
6,5,5,6,5,3,6,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.011,0,.989,6,2289
1,4,2,5,5,2,3, ,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,.002,.227,0,0,.771,0,5,2293
2,2,4,4,2,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.002,.458,.052,0,.487,0,5,2294
2, ,5,1,1,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.015,.285,.073,0,.627,0,5,2296
3,5,6,6,6,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.885,0,.113,0,.002,2,2305
6,5,4,6,4,5,4,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.086,0,.914,6,2310
5,6,5,4,6,5,4,6,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,.018,0,.982,6,2311
3,0,3,3,0,0,4,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,.002,.024,.972,0,.002,0,3,2314
5,5,2,5,5,2,5,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.004,0,.698,0,.298,4,2316
4,5,4,4,4,5,4,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,.188,0,.424,0,.388,4,2320
5,5,6,6,3,4,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.011,0,.989,6,2321
1,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,.998,0,0,0,.002,0,1,2322
6,6,5,5,4,6,3,4,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,.004,0,.996,6,2324
0,1,3,5,5,5,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,.007,.001,0,0,.992,0,5,2327
6,6,5,6,3,5,6,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,.016,0,.984,6,2334
6,4,5,3,3,4,5,3,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.075,0,.925,6,2336
1,3,2,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.46,0,0,.54,0,5,2339
5,4,5,4,5,5,2,5,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.013,0,.544,0,.442,4,2340
1,2,6,3,6,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.19,0,0,.81,0,5,2342
5,4,5,5,5,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.011,0,.647,0,.342,4,2347
6,4,5,4,3,1,6,4,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,.179,0,.821,6,2351
5,2,1,1,2,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,.001,.986,.012,0,0,3,2352
3,3,0,3,5,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,.001,.082,.904,.001,.011,0,3,2353
6,6,6,1,6,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,.863,0,.136,4,2357
1,1,1,3,2,6,3,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001,.096,0,0,.903,0,5,2360
2,2,4,4,2,6,5,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,.97,0,0,.03,0,2,2366
2,6,1,2,6,6,2,6,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,.996,0,.002,.001,.001,2,2371
5,3,6,5,1,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.014,.013,.973,0,.001,4,2372
6,6,6,6,6,6,6,5,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6,2375
5,4,5,5,3,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.016,.005,.978,0,.002,4,2376
6,4,2,6,6,5,0,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,.382,0,.618,6,2380
5,1,0,2,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.993,.007,0,0,3,2381
5,0,0,0,6,6,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,.003,.995,.002,0,0,3,2387
0,0,3,4,4,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.001,0,0,0,.999,0,5,2388
6,3,4,6,5,3,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,.096,0,.904,6,2389
6,5,5,4,4,3,1,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,.782,0,.218,4,2391
6,3,3,2,5,5,5,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,.001,0,.634,0,.364,4,2394
2,4,2,0,3,3,4,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,.025,.49,.161,0,.325,0,2,2395
5,5,5,5,5,2,3,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,.001,0,.26,0,.738,6,2396
5,3,0,5,3,5,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,.029,.007,.957,0,.007,4,2401
5,1,2,4,2,2,2,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.051,.181,.767,0,.001,4,2405
6,3,5,4,4,5,4, ,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,.252,0,.748,6,2407
6,6,5,3,3,6,5, ,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,.017,0,.983,6,2413
6,6,6,2,6,6, , ,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.041,0,.959,6,2414
3,3,6,5,1,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.949,.007,.04,.004,0,2,2415
3,2,1,4,3,3,5, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.896,.089,.01,.005,0,2,2419
1,0,3,0,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,.883,0,0,0,.116,0,1,2420
5,4,5,4, ,3,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.013,0,.944,0,.042,4,2421
1,1,6,0,6,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,.011,.002,0,0,.987,0,5,2423
4,4,4,2,1,4,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,.363,.029,.606,0,.002,4,2425
4,3,5,5,2,5,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,.528,.002,.457,0,.012,2,2430
0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,.989,0,0,0,.011,0,1,2433
6,6,6,5,6,6,3,5,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,.002,0,.998,6,2434
6,4,2,6,0,3,0, ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,.001,.997,0,.001,4,2435
6,5,5,3,3,3,4,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,.657,0,.342,4,2437
3,3,3,3,5,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,.971,.012,.016,.002,0,2,2441
3,3,4,3,3,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.967,0,.014,0,.019,2,2442
2,2,4,5,4,5,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.992,0,0,.008,0,2,2444
3,3,5,4,5,6,3, ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.984,0,.01,0,.006,2,2446
5,1,5,4,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03,.032,.936,0,.002,4,2448
5,5,4,4,4,5,3,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.003,0,.345,0,.651,6,2449
3,2,3,3,2,3,0,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,.857,.118,.013,.012,0,2,2450
4,5,5,5,6,5, ,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.038,0,.081,0,.881,6,2456
6,4,3,4,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001,.996,0,.003,4,2462
6,6,6,5,0,1,4,5,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,.279,0,.721,6,2466
3,2,1,2,3, ,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002,.111,.863,.001,.024,0,3,2468
6,5,6,4, , , ,4, ,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.199,0,.801,6,2476
1,2, ,2,1, ,2, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.293,.006,.002,0,.699,0,5,2484
6,6,1,4,3,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.971,0,.029,4,2491
6,5,5,3,6,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.986,0,.014,4,2496
6,4,5,6,6,5,0,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.126,0,.874,6,2498
3,4,3,3,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,.437,.522,.033,.007,0,3,2500
0,0,0,1,6,3,3,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,.177,0,0,0,.823,0,5,2501
5,6,4,5,6,5,2,6,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.017,0,.983,6,2502
1,3,1,3,0,0,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,.624,.002,.011,0,.362,0,1,2503
5,5,3,5,4,5,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.004,0,.452,0,.544,6,2504
5,4,4,5,4,2,4,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,.01,0,.945,0,.045,4,2505
6,5,5,5,5,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,.717,0,.283,4,2506
1,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.103,.009,.003,0,.886,0,5,2509
6,3,1, ,5,1,4,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,.001,.009,.985,0,.005,4,2516
2,1,1,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,.436,.013,.357,0,.193,0,1,2517
6,6,4,6,1,6,4,6,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,.02,0,.98,6,2519
6,5,3,4,2,4,5,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,.24,0,.76,6,2520
4,1,3,4,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.012,.979,.009,0,0,3,2521
3,1,3,3,3,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,.002,.05,.927,0,.021,0,3,2522
6,6,3,6,4,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.045,0,.955,6,2523
2,4,4,2, ,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.83,.016,.001,.152,0,2,2529
1,0,1,6,6,4,0, ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,.009,.001,0,0,.99,0,5,2530
6,4,5,3,5,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,.001,0,.888,0,.112,4,2532
5,4,4,4,5,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.017,0,.648,0,.335,4,2534
5,4,6,6,4,6,2, ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.002,0,.12,0,.878,6,2536
1,5,5,5,5,6,6, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.752,0,0,.248,0,2,2537
3,0,0,1,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,.022,0,.977,0,.001,0,3,2538
6,4,4,4,5,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.878,0,.122,4,2544
3,3,2,1,1,1,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.002,.004,.991,0,.002,0,3,2548
3,3,2,4,2,1,3,5,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.935,.02,.044,.001,0,2,2554
 ,6,5,6,2,3,6,6,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,.007,0,.993,6,2555
4,5,5, ,6,5,0, ,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,.215,0,.441,0,.343,4,2557
4,3,1,1,0,1,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,.01,.977,.013,0,0,3,2558
3,1,4,3,5,4,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.884,.056,.003,.056,0,2,2559
0,0,0,1, ,2,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,.946,0,0,0,.054,0,1,2568
0,0,5,2,0, ,3, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,.18,0,0,0,.82,0,5,2569
2,6,6,4,6,6,6, ,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,.988,0,.002,0,.01,2,2572
0,0,2,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.973,0,0,0,.027,0,1,2573
2,3,1,6,6,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,.004,.442,.079,0,.475,0,5,2574
1,2,6,0,6,6,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,.003,.01,0,0,.987,0,5,2575
4,2,3,3,6,2,3, ,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.728,.016,.249,0,.006,2,2577
4,4,6,4,5,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.323,0,.317,0,.361,6,2578
5,5,2,5,5,5,2,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.002,0,.165,0,.834,6,2580
